Country,Lat,Long,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bermuda,32.321384,-64.75737,BM,26841.5197383946,27700.3100591315,28669.6817134568,30900.6942794093,31476.0637221848,33989.7231613832,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270035,70359.3191088798,75882.0338560339,95221.8588720301,104287.387498459,106935.486341979,101407.764031934,101875.28407346,97774.1620717428,98431.8651810241,99471.6388978631,98467.683993982,102005.62564189,106885.878489327,111820.581466347,113023.185594268,117098.446325474
Bolivia,-16.290154,-63.588653,BO,709.059982354587,762.077707050846,788.152320018064,784.190988682633,801.046136937657,880.992686367672,950.856386162623,998.515953217447,1049.49937364874,1003.39223063895,997.581748874387,948.870211337892,904.225799882294,907.537415801528,967.406458598204,1034.31180039586,1218.87407027713,1372.62836843372,1715.2083925524,1754.20946375615,1955.46018156049,2346.33784403698,2609.880562178,2908.2003704458,3081.87882321413,3035.97165489786,3076.65643989367,3351.12434384125,3548.59078021377,3552.06814321502
Brazil,-14.235004,-51.92528,BR,2622.26288057098,2259.23989366801,2127.50718981169,2348.09004733429,3295.24492362344,4748.38820787605,5166.16393308148,5282.04946994988,5087.07907232375,3479.84383285395,3749.91084752888,3160.24934491441,2839.49150108966,3070.43641941942,3637.3138901512,4790.45656586131,5886.39152194816,7348.18796290712,8831.18364277674,8597.79433526264,11286.071540212,13245.387369564,12370.2232548476,12300.3867121004,12112.8349554875,8813.98980647828,8710.06328995352,9928.67589653405,9151.38173161536,8897.55296585529
Barbados,13.193887,-59.543198,BB,7711.29545617628,7714.74274597281,7444.1781733805,7819.57000268592,8121.56191861473,8335.89929257052,8851.04645800324,9315.96756568231,10459.4424704914,10914.2822448996,11268.4200640121,11209.4211248688,11361.5167707179,11699.3704685216,12512.5779652212,13822.7417486972,15199.5675286062,16770.6610309974,17092.5821408414,15885.410181888,16056.3709766031,16458.3532105715,16249.6739490585,16451.2793094473,16489.0722373387,16524.899501274,16900.0482858522,17391.6689084614,17745.2553725928,18148.4978451054
Brunei,4.535277,114.727669,BN,13607.8902731894,13905.1683366332,15274.6677075047,14575.5745862436,14120.9525583928,15933.4528281823,16793.3912313027,16660.1476273967,12694.1489574427,14101.1728497244,18012.5021948953,16472.0032948215,16850.3940790817,18560.5035016224,21902.0271176465,26105.4220290571,30979.9628427354,32663.3923711414,37934.6764481019,27956.0051426256,35270.6421390658,47055.960643203,47739.5576931563,44740.8594244355,41725.8675220155,31164.0362528468,27158.4056535724,28571.608291419,31628.4762566009,31085.9619255901
Bhutan,27.514162,90.433601,BT,541.93225710575,449.501242155823,449.400428209885,424.337841824734,486.901980061879,543.301618711449,560.391078973139,638.485866574715,643.988226336077,690.912743468583,718.196336969414,764.432808246182,845.500672103578,962.095371307745,1068.43181141275,1228.43235572338,1330.97744400874,1757.19049597895,1828.1546768491,1819.19730959964,2258.18643535953,2563.261223801,2538.94951919964,2472.72475320595,2652.22565438023,2752.63017233678,2930.5749227006,3286.59674376682,3243.47743748718,3322.86332871934
Botswana,-22.328474,24.684866,BW,2945.83203953801,2972.72895276223,3040.98939623392,2973.38040121706,2970.11842524935,3219.91424224552,3221.68905579312,3258.98242785922,3039.96494359519,3405.82105820082,3522.3108214571,3278.01607934706,3190.62481146154,4330.97236855283,5073.52040802149,5513.33106259322,5521.99060810445,5832.73705168476,5713.54393106428,5255.77653269313,6434.81248526822,7617.31004132551,7050.57347186681,7224.91273728564,7495.22086608805,6402.91018338391,6982.91749241303,7296.09214157008,7503.8785883646,7203.06422122998
Central African Republic,6.611111,20.939444,CF,513.304187659237,478.503276361394,477.122324295377,419.802703848229,271.505497625502,346.108196202762,304.631075543624,276.421596079059,278.3319014924,280.908424234562,251.207291436082,250.357145899657,260.745458695544,293.661549027692,320.736812338314,331.163088206718,354.670863314704,404.374542914498,464.561204695005,474.705627543055,488.421735800876,551.749721946219,565.80120711394,380.29791114378,424.449131659484,377.422917680195,402.191645130502,450.900657858547,475.953813864813,467.908032277798
Canada,56.130366,-106.346771,CA,21448.3619600057,21768.3432941828,20879.8483300891,20121.1612532855,19935.3814579208,20613.7878829216,21227.3475315896,21901.5628548392,21024.5850687045,22315.2466731545,24271.0020563821,23822.0601178964,24255.3385818322,28300.4630963791,32143.6814078562,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46328.6718408497
Switzerland,46.818188,8.227512,CH,39607.8190856429,39577.7487487507,40747.9254622791,39270.1141346041,43128.014108909,50155.9741273218,48144.5791284296,41631.4388587844,42740.1281825149,41786.2341411701,38952.0342005572,39727.8466713883,42578.7631355696,49470.3971259674,54878.4710009787,56546.7856553987,59300.6172165015,65359.5192218269,74572.232372807,72083.167695454,77117.126014204,91254.0347609687,86547.6708907265,88109.4867524037,89684.7075795936,84776.1421659748,83073.2800824812,83352.0886533412,86388.4049527184,85334.5194620909
Chile,-35.675147,-71.542969,CL,2494.5267963643,2803.56271373259,3350.21408876441,3535.17436010228,4024.21522782414,5107.27751262395,5349.80522678303,5745.37107556213,5446.57952186233,4957.77755686759,5074.90261608751,4574.59471550233,4446.24937096032,4772.56372299225,6194.85272016887,7598.52887745949,9464.54850677338,10502.3507082138,10751.4816046617,10208.9079714327,12808.0383396885,14637.2334407932,15351.5407387153,15842.936483624,14670.9889142695,13574.1692377524,13753.5921485096,14998.8170563218,15888.144355397,14741.7144039936
China,35.86166,104.195397,CN,317.884673040928,333.142145400184,366.460692306116,377.3898394789,473.492278719989,609.656679205465,709.413755088002,781.744164343014,828.580479299572,873.287061730612,959.372483635864,1053.10824300262,1148.50829043887,1288.64325183475,1508.66809788453,1753.41782926104,2099.22943460734,2693.97006340427,3468.30460207977,3832.23643246922,4550.45310775599,5614.35213522114,6300.61511825789,7020.33848453658,7636.11660125502,8016.43143498003,8094.36336675194,8816.98690451989,9905.34200389253,10143.8381719921
Côte d'Ivoire,7.539989,-5.54708,CI,905.322019526304,848.75311593867,870.480701711964,832.28305872577,605.26336693829,774.671375725252,1232.25365555692,1192.77946057089,1258.52471003781,1177.04079411995,1007.4673895039,997.478784301277,1047.75226537338,1207.51264780798,1308.2878198271,1309.59165282851,1347.98882431013,1500.16780515301,1738.19210063268,1689.3447616219,1701.47570153035,1744.93889692888,1684.78158627038,1935.946845307,2156.64588308951,1972.54568305836,2013.38144761651,2111.02655726645,2314.05095836881,2276.3323939018
Cameroon,7.369722,12.354722,CM,1045.36436194844,975.471948892412,965.780738944037,1257.90570919067,672.848687984032,798.881310215978,794.051161595263,752.169823734245,767.340360312315,765.310331531903,681.102042961201,687.648134393621,759.111851391454,950.564863700067,1090.78533201113,1100.17492617744,1147.4365999036,1277.51680707357,1439.5478041268,1411.47457192714,1352.30227450638,1465.14578817708,1403.52291521783,1527.75125667954,1604.21403479187,1382.5097900241,1413.2559568153,1469.44749980724,1585.24053445546,1533.09568807789
Congo [DRC],-4.038333,21.758664,CD,270.13054337708,268.292496875798,220.368007258444,275.821616897652,145.095603541252,135.823593568292,134.995164821237,138.979048219289,138.589100270811,102.597973159678,405.216218582649,153.591044080197,175.009951043154,173.796125167459,194.040002646806,218.386226715772,255.433043197206,286.330472470967,327.563721821663,298.619691614791,334.02157774666,387.082476958569,424.60037381496,457.963747509632,486.787095119436,497.317039077365,471.318822463486,467.07423172679,560.807358238634,580.716870645391
Congo [Republic],-0.228021,15.827659,CG,1187.54977238995,1124.89786317114,1178.0271106852,1048.61299126053,672.163194809393,781.525011698952,912.012351163656,810.076644427695,660.471477355426,774.71194482589,1032.13754246093,869.100501660447,916.588037755619,1028.41522164071,1326.59668816877,1834.88001382638,2153.49174337774,2262.85441019541,2892.41696234479,2336.16095749982,3073.55778366557,3557.5561698838,3923.09350860946,3883.74684787403,3776.48556784338,2447.53930827041,2050.99341477232,2169.99150353963,2606.6153307839,2369.72949429109
Colombia,4.570868,-74.297333,CO,1445.32863023383,1456.69435734689,1697.11293600516,1893.54221193734,2284.83881295591,2539.91287721915,2620.53876171399,2827.37952669446,2566.02419382074,2209.93165047196,2520.48108876016,2439.68245582205,2396.62712731836,2281.40176243006,2782.62318502156,3414.46515834715,3741.09283661274,4714.07305530504,5472.53652992426,5193.24145795078,6336.70947398467,7335.16693447606,8050.25537167051,8218.34784431478,8114.34392085161,6175.8760297026,5870.77795724165,6376.70671552601,6729.58333198168,6424.9794924083
Comoros,-11.875001,43.872219,KM,1043.79065919525,1000.55629059406,1047.96514391928,1008.03846925938,690.46725005002,838.171684031953,810.54755207638,726.052314853652,718.121269356184,723.178255479899,647.425811810504,680.905572824133,747.9888625038,937.710896345202,1061.07554752819,1069.02942631854,1114.94528131922,1240.09252846752,1393.21603163764,1344.73040600031,1316.49121286421,1447.94514377496,1403.36025196698,1505.33729247147,1513.8303792438,1242.58560784999,1273.05095200255,1323.81484301294,1428.29046324322,1401.54231196814
Cape Verde,16.002082,-24.013197,CV,908.08812841442,923.744280787787,1003.92954109172,1339.72957676692,1080.15656461598,1261.10309803336,1269.12057723296,1213.6328637989,1265.1978495826,1408.98620321479,1259.35306724402,1292.22651152195,1401.89107297649,1809.11002984768,2024.26638129338,2099.14841708582,2361.38010115423,3186.77993467023,3721.21999284574,3517.43015558829,3378.3234334576,3740.37410269948,3447.48310007387,3616.03556968932,3588.62558418407,3043.03138156811,3130.99875340636,3289.90220261281,3616.46453749713,3603.77524058462
Costa Rica,9.748917,-83.753428,CR,1831.00015091186,2247.37337928741,2605.80522495869,2841.64277992717,3031.88877065806,3265.69338131157,3215.10568673196,3391.97773522121,3597.4345089865,3668.80206789503,3789.05388634101,3960.30770309298,4042.70568599475,4147.82436896025,4404.71188432054,4676.37936562394,5227.46595193306,6103.74191704459,6901.38830613085,6801.03673459666,8227.12749377141,9229.83451669454,10075.0046155735,10744.0910189201,10847.1696672929,11642.7780517194,12011.2227544354,12225.5744931403,12485.423896168,12693.8279560372
Cuba,21.521757,-77.781167,CU,2703.16829418751,2278.21038708065,2057.10359549696,2073.09371207959,2624.75703485548,2794.73880836447,2286.92905432119,2308.14661506698,2331.4626913698,2558.90410118548,2747.10030348478,2837.73573008299,2999.24176296717,3197.13318464341,3395.71084290657,3786.66345042341,4683.56906667746,5208.71838769431,5411.26949201186,5529.66937511797,5730.35426413345,6139.71878325885,6497.31476421306,6837.71167985881,7133.33767875907,7694.01463710941,8060.79659761513,8541.21368643707,8824.19400843842,9125.8786794952
Cayman Islands,19.513469,-80.566956,KY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82801.5426595892,85433.0309402124,85188.337040308,77400.4214448146,73351.7567693109,72329.6613326945,72777.1484890568,73514.6686831216,74990.4332223775,76284.1939286359,78471.6287315261,81513.1630224977,86059.7392168454,91392.6425875166
Cyprus,35.126413,33.429859,CY,9641.57527301293,9696.09959332362,11310.0719239521,10526.1417696747,11617.6927784249,15261.4105623727,15139.22613332,14234.2443841858,15092.8262545433,15287.919127344,14388.3480609917,14821.4468167502,16093.214611298,20252.2389846021,23792.6213632243,24959.2591697881,26729.3234045802,31244.9262239722,35397.3636837901,32109.2425148579,31023.6383309791,32396.3857437121,28912.1569390403,27729.1926990735,27163.3329657606,23408.3366816249,24605.9208328767,26608.8750916456,29334.1109348657,29206.0767190775
Czech Republic,49.817492,15.472962,CZ,3941.50309406941,2896.60913065504,3372.86542951101,3956.1783495613,4630.55121674353,5824.12129119574,6532.83705470198,6034.48843731935,6489.7036188033,6337.41912037126,6029.03819275358,6637.04165713981,8060.86870292424,9818.56849307488,11749.8526643577,13430.6698955613,15261.7975911138,18466.5479299216,22804.5776774507,19861.6974295256,19960.0684872157,21871.2660754128,19870.8012123403,20133.1691431353,19890.9199056648,17829.6983223668,18575.2320271915,20636.199952435,23419.7356136502,23660.1488068317
Germany,51.165691,10.451526,DE,22303.9613266628,23357.757725073,26438.2303888417,25522.6295733618,27076.60675014,31658.3493789135,30485.8665482279,26964.0494672673,27289.0593603191,26734.9425369252,23694.7604830673,23628.3272122367,25197.2656001848,30310.3575963774,34106.6581224001,34520.2396492496,36353.8803343631,41640.0808695147,45612.7106221441,41650.3678297162,41572.4559481507,46705.8957963353,43855.8544658618,46298.9229177341,48023.8699845462,41103.2564363768,42136.1207907991,44652.5891722719,47973.6076235097,46794.8992915603
Djibouti,11.825138,42.590275,DJ,766.147442945421,762.012577430702,777.267384555919,753.509224240846,790.034803981071,789.555526527302,767.506277077056,760.640776083859,755.759472273751,765.858323245752,768.183570343678,780.903961316367,791.384180673324,818.868785719334,863.236087368575,904.736679476444,967.679583807819,1052.71911700699,1223.85236343692,1267.31739354562,1343.27512498519,1451.54808090617,1559.24065068226,2312.7209484209,2464.29490507649,2658.94924528237,2802.16620395446,2914.35819688602,3141.86171059002,3414.9161775746
Dominica,15.414999,-61.370976,DM,2860.32247919158,3122.65318162131,3317.82467126781,3466.99886929772,3721.27236746346,3860.8005375462,4120.5811848531,4292.113679863,4593.86334455796,4751.09210143867,4787.80144106777,4883.00302426696,4770.85189427687,4897.30836653892,5216.87243383011,5160.88914077013,5518.42319991872,5951.86341333777,6468.94476681711,6903.14580614942,6967.36495514661,7065.46037237599,6849.45593336945,7016.380071478,7317.48614321654,7597.28889409255,8080.96862341186,7274.517730717,7687.46296348005,8516.28003895161
Denmark,56.26392,9.501785,DK,26891.4464489571,27011.3774590051,29569.6603567112,27597.9752286357,29995.5796235479,35351.3654606819,35650.7140860994,32835.9399398833,33368.142415092,33440.7948054204,30743.5476816354,30751.654348268,33228.6935448819,40458.7773986609,46511.5983324305,48799.8256011275,52026.9995142723,58487.0549677696,64322.0635020842,58163.2768762815,58041.3984363385,61753.647131977,58507.5080517852,61191.1937042028,62548.9847332908,53254.8563700916,54663.9983719195,57610.0981801135,61591.9288698958,59775.7350964515
Dominican Republic,18.735693,-70.162651,DO,991.614841149791,1351.29850024099,1566.52962344191,1733.39953649834,1905.94349639051,2127.74808893306,2293.75438147613,2476.06040304923,2638.31327013425,2653.22512384672,2869.17813861021,2977.43451003068,3110.32544702737,2418.35042158878,2487.32906105687,3932.78440650852,4109.03359145391,4707.79505245725,5087.98321278434,5039.40312212985,5555.39201393816,5913.42664885493,6110.36657603383,6238.13236658362,6608.82550130065,6921.52059432776,7280.88361041225,7609.35327534023,8050.64407623416,8282.11713050921
Algeria,28.033886,1.659626,DZ,2408.82298523208,1731.62136973126,1776.0282780527,1807.29745090643,1507.88666269017,1452.27843429531,1603.9403022019,1619.79774865029,1596.00392574042,1588.34890767221,1765.02714611601,1740.60665427662,1781.82890798394,2103.38129106939,2610.18542243488,3113.09488313746,3478.71000237566,3950.5129931247,4923.63161541179,3883.27090043586,4480.78631766464,5455.67940349747,5592.22011465753,5499.58733105334,5493.05669453687,4177.8895415169,3946.45244712537,4109.69821695727,4142.01855842917,3989.66827645236
Ecuador,-1.831239,-78.183406,EC,1489.52994603816,1622.20808790909,1688.50475223376,1727.75500331884,2026.11307662218,2132.90678274384,2155.51815039143,2356.36985737498,2293.88973536506,1578.93429773989,1445.27932442901,1894.61619585804,2172.1018772447,2425.85184175715,2691.27768473838,3002.13860439139,3328.88415626323,3567.83718649963,4249.01896979445,4231.61923466057,4633.59128443099,5200.55510783504,5682.04610814497,6056.33121253813,6377.09392877257,6124.49088707134,6060.09296156791,6213.50312736888,6295.93466163992,6222.52465327248
Egypt,26.820553,30.802498,EG,765.642005459646,651.077547640745,713.452548255451,777.857735101984,849.452499105263,965.110869392024,1063.33304436484,1208.71991964238,1281.39691350876,1343.551962788,1450.47624243298,1378.20338333845,1191.10323854218,1102.46819936156,1062.15809193398,1186.39331322717,1397.43669004643,1667.3179980551,2044.52780415176,2331.26884011057,2645.96875877924,2791.81076592794,3229.6856303038,3262.65758647104,3379.55798627058,3562.93265798423,3519.8732398108,2444.29038718448,2537.12518504712,3019.09228346646
Eritrea,15.179384,39.782334,ER,0.0,0.0,211.332003442771,208.999479930191,239.668086745938,262.230534786118,315.750682432318,312.724395014259,337.886592347593,307.909909177229,308.134186808579,316.823953429739,293.955672417246,334.585571541238,407.769076960812,388.595947483174,415.036030549833,439.8321033782,450.632398910533,595.109987185412,501.355316997143,642.508258796603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,40.463667,-3.74922,ES,13804.8767869937,14811.9028194881,16112.1889152156,13339.908563675,13415.2870010456,15471.962716535,16109.0843985284,14730.7971752046,15394.3514628249,15720.6405016061,14749.6874248766,15369.0011599444,17106.686576658,21510.8362454011,24907.0008505856,26429.1509449319,28389.0785799873,32591.3503065871,35510.7222312701,32169.5028548583,30532.4805081656,31677.9003083652,28322.8092495057,29067.809460022,29500.7894328615,25742.3688346767,26523.3482221547,28170.1678643302,30364.5799435622,29554.4905170087
Estonia,58.595272,25.013607,EE,0.0,0.0,0.0,0.0,0.0,3134.38975345407,3380.92630243199,3682.95230146695,4093.39247738765,4140.93660232167,4070.60902410208,4505.85833233188,5341.62894677002,7203.52303786646,8914.10355674451,10412.6443137966,12639.4000677296,16744.5844516343,18204.9664786762,14711.7352728223,14663.0446126465,17487.8047830922,17403.2053254767,19056.0019226989,20261.0667303886,17402.0376128079,18295.3429322114,20437.765376736,23063.5638175675,23397.8782560944
Ethiopia,9.145,40.489673,ET,254.243262202821,271.394373532612,204.050181513175,165.693228041524,125.549581258108,134.34296024645,145.16690126181,141.508619901766,125.076141078992,119.684076349153,124.460790874921,120.765783730897,111.927225125,119.49039595567,136.466250038215,162.43272862793,194.687432935553,244.286052292978,326.436822761984,380.569003212934,341.554122699663,354.4795719088,467.07787183328,499.531530164228,566.92640288853,640.541923075422,717.124869806118,768.523015429372,771.524866349431,855.760885186903
Finland,61.92411,25.748151,FI,28364.6450765922,25484.7392935746,22319.059460246,17608.8123902264,20301.333085866,26271.5998141691,25783.4504878611,24691.8728133698,26009.2694886182,26186.1900105755,24345.9148217032,24967.7925153182,26997.7529897788,32927.6802919408,37772.1781110398,39054.8504423825,41222.6020004611,48476.3927287052,53772.7942390019,47481.4845364339,46505.3031791811,51148.9316365833,47708.0612784469,49892.2233632732,50327.2402902632,42801.9081167285,43814.0265056965,46412.1364777169,49988.9108461845,48628.641762105
Fiji,-16.578193,179.414413,FJ,1835.12305833583,1881.76179446326,2058.37960285946,2167.09545362845,2384.72645565724,2540.98087890806,2713.82776100346,2636.67216005055,2066.06885437086,2401.68642195355,2069.31745471458,2030.24635131517,2248.71419119053,2818.91392042135,3311.15989532504,3627.63285585254,3715.93265705693,4040.15211916504,4167.69493510221,3362.82049454372,3652.53593320954,4371.44738457557,4591.57701506207,4840.72726987242,5605.60914844185,5390.71420703085,5651.27272132772,6101.02388950081,6317.41372015123,6175.89065331713
France,46.227638,2.213749,FR,21793.8355375183,21675.0649888267,23813.7122463577,22380.1077483221,23496.5201538685,26890.2176223614,26871.8312674776,24228.9463914211,24974.2738587988,24681.5370135257,22419.6948211313,22452.9823753273,24292.5802304835,29633.6789794897,33803.3095951203,34773.1501479027,36474.1595859967,41561.2005095485,45519.2968812949,41740.2430343475,40677.9851405443,43848.106054888,40872.3624615688,42605.0443782179,43068.5487241739,36652.9223052178,37062.5335723829,38781.0494870836,41592.795896432,40578.6442850534
Faroe Islands,61.892635,-6.911806,FO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24035.289644611,24129.4128945849,22651.8619846698,24418.7032800532,26731.6585680004,31493.3191469308,35467.1754699443,36198.5437743045,41521.6750574783,47885.6988786829,50863.9537894054,47441.9159808872,48541.4011938484,52092.6033791385,49459.7172338372,54843.3192852206,59433.8345726758,52400.2972763835,56854.102653706,59993.0906266559,62918.1461936121,64225.2649049837
Micronesia,7.425554,150.550812,FM,1528.49310516697,1682.54386053716,1756.65279229874,1909.51001434057,1909.83683863058,2060.49472264844,2017.65933284708,1904.8638831783,2022.74457978301,2042.70708645343,2171.88957683534,2248.49211533078,2265.94410756164,2295.86817833156,2253.1137454982,2358.1466999576,2406.11441152466,2458.65839413263,2541.26162493119,2721.97609035554,2885.30549185744,3009.25682468487,3131.38671463839,2994.79239440343,2971.51260191356,2906.61701228808,3014.70035839042,3289.64211697365,3568.291015625,3585.39244888455
Gabon,-0.803689,11.609444,GA,6268.91800765744,5536.9983725291,5578.03855532363,4252.06534768253,3963.87929654385,4570.57130354061,5116.19662519022,4667.19312084114,3831.78066770816,3888.87946722118,4135.99238007722,3993.03133624881,4141.43436559775,4933.46216999793,5739.61320363785,6891.36192038265,7221.36987650987,8458.3091787108,10254.1719573595,7721.01895290081,8849.32260799167,10809.6849503904,9813.50574650818,9683.58161951252,9663.42411002585,7384.70070393071,6984.41971208387,7230.43491161979,7959.00726736376,7766.99655422948
United Kingdom,55.378051,-3.435973,GB,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,23206.5685593776,24438.531169209,26742.9848472166,28269.322509823,28726.8572106345,28223.0675706515,27806.4488245133,30049.8963232066,34487.4675722539,40371.7108259838,42132.0907219815,44654.0969208924,50653.2569148306,47549.3486286006,38952.2110262455,39688.6149684498,42284.8844902996,42686.8000524926,43713.8141242308,47787.2412984884,45404.5677734722,41499.5557033073,40857.7555829627,43646.9519711493,43070.4983595888
Georgia,42.315407,43.356892,GE,1614.6401223992,1314.67067020404,757.223548505358,550.015542609224,519.816187076762,578.336763329878,689.034413652597,807.032285752352,851.515744635874,673.537892675192,749.908523611591,801.990413888373,853.516453713318,1010.0079801313,1305.04748557208,1642.76093756395,1996.05712927664,2635.35388202963,3324.73587905411,2822.66743023352,3233.29594347421,4021.74330617286,4421.81824228013,4623.74572473419,4739.18833846421,4014.18594419329,4062.16988757379,4357.00093554628,4722.78778321766,4697.98365238984
Ghana,7.946527,-1.023194,GH,398.637081088931,433.773264764704,409.746389786379,370.419454924392,328.744526865007,379.987984916879,397.135754957028,384.7963283302,407.523237017857,410.334011559612,258.471039929679,269.014984764581,304.564635977066,367.821362113662,417.508066727662,492.54405617264,913.393849309942,1081.16631826269,1217.06443549146,1077.66205832571,1299.34521164062,1549.46271883345,1587.56093185809,2361.09032388366,2012.26424719728,1774.07477092508,1971.95693464599,2074.29073272269,2260.86056729337,2246.62557816432
Gibraltar,36.137741,-5.345374,GI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,9.945587,-9.696645,GN,419.809870822721,461.375312462986,489.07160407065,475.426316994835,477.762459236542,508.101516144618,518.365662598199,493.82216135084,456.491484139533,429.719692321206,363.482279266615,336.154020658897,343.602631207699,393.739689850048,407.300975937447,322.415540033465,453.403713310942,659.992930975674,715.096526700444,674.085482596146,672.424930359396,651.136113367998,717.050535937992,769.003166697833,787.238564407157,769.255475432822,732.291511901662,855.575270552124,955.111281136711,1058.14336817356
Gambia,13.443182,-15.310139,GM,331.817740281771,695.410988509787,695.155371515626,711.726180956623,682.214156931891,696.449584292581,728.669071886674,669.401095968637,678.676178340413,637.939062861631,594.149388499649,505.421636114705,411.771893943142,335.906216950504,642.756218338464,665.720215700547,662.362877179135,780.381050920518,924.509874593614,833.28136036521,860.636433851486,762.763117720034,742.777628631243,700.516042152833,607.429904651813,660.723571244322,690.780493152792,679.75507172296,732.720727318856,772.045914215139
Guinea-Bissau,11.803749,-15.180413,GW,250.149441956581,257.789175646965,221.799165336982,227.023245321292,220.96042416003,233.243258739218,243.438295892826,237.130077323453,178.848364736587,190.672306188466,308.910318401872,319.957449358104,333.058579332506,372.056194872066,405.075118373342,436.475220248958,430.003940275091,493.721993219248,599.995237190988,559.414570857329,558.174668134758,703.66056725746,616.37566403413,634.662039138969,623.313091387687,603.399381547733,661.457838679603,738.549944890782,802.767385116156,749.453747028806
Equatorial Guinea,1.650801,10.267895,GQ,267.468072913182,256.226335758553,301.177108978134,294.07050485754,210.409543359359,285.552548185098,450.646002349081,824.551083073221,663.724751327361,1067.64395532303,1725.55758427978,2313.16593689273,2744.19148324865,3618.54447564811,6152.13123760173,10963.4063784924,12857.3688248227,15908.4111920336,22942.6101005186,16668.1216976014,17288.84259775,21641.6938980227,21711.1515946043,20390.737273789,19394.0806626191,11283.3980543871,9250.31649333951,9667.8578009346,10005.6167917268,8419.9333361253
Greece,39.074208,21.824312,GR,9600.18523506603,10188.3697801238,11176.4584190614,10401.9830146096,11091.2838472779,12959.3242908115,13749.1151120679,13427.8325055002,13472.1376092623,13249.6633239242,12072.9293569196,12549.036894906,14177.5721592705,18518.3788387396,21995.477943746,22560.1472939077,24821.9367451879,28863.9732885018,32127.9831943287,29828.7560245271,26716.6488260274,25483.8825644931,21912.9982879517,21787.7877636035,21616.7100094908,18083.8779056547,17923.9668134716,18582.0893411631,19756.990456255,19133.7577636254
Grenada,12.262776,-61.604171,GD,2886.99820366833,3117.88983111369,3192.2319083217,3153.81828272477,3272.55337273959,3411.9669596805,3632.67867731101,3861.39782205433,4370.61831736562,4705.79006307169,5056.97725886957,5041.01223518709,5213.79564944542,5682.70537780071,5741.65365795136,6645.98554869724,6658.22358599046,7212.98681909237,7832.34908101916,7290.83493771026,7258.16656084855,7291.74166956273,7444.08907474276,7789.63235505594,8370.04047206067,9096.53865246322,9628.2591689029,10152.8328118872,10466.8822111958,10827.4352905074
Greenland,71.706936,-42.604303,GL,18326.8051234609,18315.1963031585,18768.9301437197,16797.4588562842,18123.9630348205,21665.7018983672,21422.3575434047,19145.4960362523,20496.661371851,20170.4384160027,19004.1072910304,19275.4733376066,20652.8783287878,27459.7627839484,32023.4522076237,32489.7819085278,35458.1231210482,39780.9514445753,44367.0556497873,44918.5648770756,43988.3324931946,47186.9814680048,45936.7659516989,47535.5899453685,50484.9275739023,44536.4013080999,48181.874188064,50766.5994182748,54270.8223055238,53041.303310196
Guatemala,15.783471,-90.230759,GT,845.306962105181,1011.75496628105,1093.96290835701,1164.374025081,1293.47019794619,1424.68254256258,1487.60765839974,1649.00160206099,1755.84958223191,1619.51073552531,1664.29895827045,1550.36036555447,1682.99450068936,1737.87928692973,1859.098363351,2068.50012859333,2251.08796275499,2490.74912665208,2802.46196190125,2651.81712283814,2852.54732650116,3228.0457411296,3355.03691881272,3522.77370621475,3779.64233613025,3994.63691288475,4173.30166619474,4454.04814983548,4478.42464550944,4638.63494319511
Guam,13.444304,144.793731,GU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21594.0396887506,22628.278691123,24472.7820157628,26596.2147898438,26713.0583867531,27680.5499597099,29288.7818557946,30320.538585209,31040.0842955613,31210.4702861795,32908.3067691731,33656.4535735436,34843.2055749129,35829.2503598989,36214.0069224538,36601.9198811792,36556.6749110213,38040.5869870588
Guyana,4.860416,-58.93018,GY,533.538358752841,468.158310884238,499.031709342303,602.143872947472,712.712854200065,816.5354249131,927.188583380544,988.341316751264,951.91247710807,926.740336169619,954.400318095334,955.665380611907,974.949193282042,997.211372858551,1056.42388561094,1105.50682477118,3188.67316016589,3658.47996657813,4050.78623700136,4233.76614276173,4580.69876204788,4908.56644826434,5378.81087848265,5489.14072551384,5407.14736611728,5576.82585151355,5811.39792362577,6124.95366998759,6145.81927664377,6609.51127954588
